"","1","2","3","4","5","6",""
"1","0.157232704402516","0.176100628930818","0.176100628930818","0.157232704402516","0.176100628930818","0.157232704402516","
  Could have made much better
"
"2","0.16969696969697","0.151515151515152","0.16969696969697","0.16969696969697","0.187878787878788","0.151515151515152","
  Wait for some. Time and u will get better option compare to this.
"
"3","0.117370892018779","0.173708920187793","0.145539906103286","0.131455399061033","0.258215962441315","0.173708920187793","
  Waste of money.. Volume rocker working slowly, some apps getting freezed.. The processor ain't that fast they claim it is to be.. Also the front camera quality isn't quite impressive.. I been using one plus mobiles ( one plus 6T, one plus 6, one plus 7 pro)  since 2018,can't  say It's a worth purchase.. #nordsucks
"
"4","0.181286549707602","0.181286549707602","0.146198830409357","0.198830409356725","0.146198830409357","0.146198830409357","
  This mobile is hanging lighting issue suddenly switched off and switch on
"
"5","0.157232704402516","0.19496855345912","0.176100628930818","0.157232704402516","0.157232704402516","0.157232704402516","
  Worse product
"
"6","0.176100628930818","0.157232704402516","0.19496855345912","0.157232704402516","0.157232704402516","0.157232704402516","
  My phone was so henging
"
"7","0.191358024691358","0.154320987654321","0.154320987654321","0.191358024691358","0.154320987654321","0.154320987654321","
  Battery life is okay
"
"8","0.151515151515152","0.224242424242424","0.16969696969697","0.151515151515152","0.151515151515152","0.151515151515152","
  don't buy this phone. waste of money
"
"9","0.148809523809524","0.166666666666667","0.148809523809524","0.148809523809524","0.18452380952381","0.202380952380952","
  what happened to oneplus. It used to be role model for quality in phones right from start with oneplus x. now we no longer can trust specs on paper."
"11","0.154320987654321","0.17283950617284","0.154320987654321","0.191358024691358","0.154320987654321","0.17283950617284","
  Sales are amking fool of i tried several times but nothing happens
"
"12","0.15819209039548","0.192090395480226","0.192090395480226","0.175141242937853","0.141242937853107","0.141242937853107","
  Mobile has arrived with breakage of the display
"
"13","0.163398692810458","0.163398692810458","0.163398692810458","0.163398692810458","0.183006535947712","0.163398692810458","
  Not buy this phone automatic switch on offff isuee when auto switch off and auto on alll data erse phone plz don't buy ..i face problem i alreday going care centers but my issue not solve.....
"
"14","0.148148148148148","0.148148148148148","0.17989417989418","0.17989417989418","0.211640211640212","0.132275132275132","
  Not up to the expectations
"
"15","0.206060606060606","0.151515151515152","0.151515151515152","0.151515151515152","0.151515151515152","0.187878787878788","
  I purchased one plus nord yesterday.  There is a big problem with phone. Phone is getting switched off automatically. It happens randomly. There is no fixed pattern. it seems it's getting crashed even there is no app running."
"16","0.154320987654321","0.191358024691358","0.191358024691358","0.154320987654321","0.154320987654321","0.154320987654321","
  Battery's warranty is of 6 months and after 8 months battery got bulged.
"
"17","0.154320987654321","0.154320987654321","0.17283950617284","0.154320987654321","0.154320987654321","0.209876543209877","
  Product is not working
"
"18","0.151515151515152","0.151515151515152","0.151515151515152","0.151515151515152","0.151515151515152","0.242424242424242","
  Camera lens filled with dust and so its of no use to capture pictures.
"
"19","0.176100628930818","0.19496855345912","0.157232704402516","0.157232704402516","0.157232704402516","0.157232704402516","
  Camera is seriously very bad.....after recording the vedio when play the vedio then moving pixels easily can see.camera is very bad..
"
"20","0.151515151515152","0.151515151515152","0.16969696969697","0.224242424242424","0.151515151515152","0.151515151515152","
  Please dont buy it mine is broken
"
"21","0.18452380952381","0.148809523809524","0.148809523809524","0.166666666666667","0.166666666666667","0.18452380952381","
  When mobile is charging  the phone is heating
"
"22","0.213836477987421","0.157232704402516","0.157232704402516","0.157232704402516","0.157232704402516","0.157232704402516","
  Given 64MP Camra quality is too bad. Battery is drening fastly."
"23","0.198717948717949","0.16025641025641","0.16025641025641","0.16025641025641","0.16025641025641","0.16025641025641","
  Battery life 0
"
"24","0.181286549707602","0.146198830409357","0.181286549707602","0.146198830409357","0.146198830409357","0.198830409356725","
  Battery backup
"
"26","0.154320987654321","0.17283950617284","0.209876543209877","0.154320987654321","0.154320987654321","0.154320987654321","
  Battery life is excellent but camera bad and fingerprint sensor are not working properly
"
"27","0.209876543209877","0.154320987654321","0.154320987654321","0.154320987654321","0.154320987654321","0.17283950617284","
  A
"
"28","0.157232704402516","0.157232704402516","0.157232704402516","0.19496855345912","0.176100628930818","0.157232704402516","
  Phone hangs and freeze several times...bad experience!
"
"29","0.151515151515152","0.151515151515152","0.151515151515152","0.224242424242424","0.16969696969697","0.151515151515152","
  Battery life is not good.
"
"30","0.16025641025641","0.179487179487179","0.16025641025641","0.16025641025641","0.179487179487179","0.16025641025641","
  My Nord mobile automatically reset"
"31","0.154320987654321","0.191358024691358","0.17283950617284","0.154320987654321","0.17283950617284","0.154320987654321","
  Have too much network problem
"
"32","0.18452380952381","0.166666666666667","0.148809523809524","0.202380952380952","0.148809523809524","0.148809523809524","
  Don't not purchase
"
"33","0.16025641025641","0.198717948717949","0.16025641025641","0.16025641025641","0.16025641025641","0.16025641025641","
  I don't like
"
"34","0.166666666666667","0.148809523809524","0.148809523809524","0.238095238095238","0.148809523809524","0.148809523809524","
  DISPLAY issue. Disappointed .. Returning..Had purchased it for my mom.. it was birthday gift. Noticed a black spot on the screen."
"35","0.157232704402516","0.157232704402516","0.157232704402516","0.176100628930818","0.19496855345912","0.157232704402516","
  Instead of waiting buy Samsung m31 far batter than this
"
"36","0.164251207729469","0.178743961352657","0.135265700483092","0.178743961352657","0.178743961352657","0.164251207729469","
  I got a mobile with display issue....
"
"38","0.151515151515152","0.187878787878788","0.151515151515152","0.151515151515152","0.187878787878788","0.16969696969697","
   Hey OnePlus"
"39","0.154320987654321","0.17283950617284","0.17283950617284","0.17283950617284","0.17283950617284","0.154320987654321","
  there was a tint on screen along camera module which is visible in low brightness, technician admitted that it was a manufacturing defect but amazon refused to give me a replacement, oneplus customer care suggested me to visit service center for a newly purchased device that is worth 30k. if these things happen in budget phones, it's okay but it's a premium midrange smartphone and that too from a reputed brand. checked oneplus forums and saw lots of users are facing same issue, in my suggestion. don't buy this product because amazon is not going to help you with this product after sale. even oneplus is not going to help you with this, the statement i recieved was that is a characterstic of OLED display, while me being using amoled screens from last 4 years, knows that it's not a characterstic feature but a manufacturing defect. not the brand which stands for quality anymore.
"
"42","0.16025641025641","0.16025641025641","0.16025641025641","0.198717948717949","0.16025641025641","0.16025641025641","
  I am writing this review after 8 months of purchased"
"43","0.16025641025641","0.179487179487179","0.179487179487179","0.16025641025641","0.16025641025641","0.16025641025641","
  Very poor cam
"
"45","0.14367816091954","0.160919540229885","0.160919540229885","0.195402298850575","0.160919540229885","0.17816091954023","
  This mobile sim car hold 2 days and next day does not hold....this piece very bad...I don't like
"
"46","0.19496855345912","0.157232704402516","0.157232704402516","0.157232704402516","0.157232704402516","0.176100628930818","
  Bed
"
"47","0.16025641025641","0.179487179487179","0.16025641025641","0.16025641025641","0.179487179487179","0.16025641025641","
  Super
"
